Record ID,Company Name,Industry,Carbon Emissions (MT),Water Usage (m^3),Energy Consumption (MWh),Waste Generation (MT),Recycling Rate (%),Supply Chain Sustainability Score,Employee Transportation Mode,Renewable Energy Use (%),Sustainability Training,Community Engagement Score,Sustainability Reporting Frequency,Eco-friendly Product Lines (%),Investment in Sustainability (USD),Third-party Sustainability Certification,Customer Feedback Score on Sustainability,Sustainable Packaging Initiatives,Likelihood of Achieving Sustainability Goals,Sustainability_Goals_Segment,Engagement Impact Score,Unrenewable Energy (MWh),Energy Tax,Carbon Tax,Carbon Emissions relative to industry average (%),Water Usage relative to industry average (%),Energy Consumption relative to industry average (%),Waste Generation relative to industry average (%),Energy Tax difference from industry average ($),Carbon Tax difference from industry average ($),Renew-Energy difference from industry (%),Recycling Rate difference from industry (%),Eco-friendly Product Lines difference from industry (%),Sustainable Packaging Initiatives difference from industry,Investment amount difference from industry average ($)
526.0,Company_526,IT,23088.0,141131.0,22418.0,3388.0,20.86,46.0,Car,48.67,Yes,94.0,Bi-annually,53.24,2085686.0,Yes,72.0,4.0,0.8,High,77.0,11507.159399999999,2552.2879549199997,1154.4,-7.944743850168827,-72.22876665860132,-12.11276643267255,-73.77111607870276,-551.6474675313384,-99.62942567567552,3.793621621621625,-28.782831081081085,8.995445945945946,0.9777027027027025,-435718.46117072133
538.0,Company_538,IT,40918.0,434045.0,33121.0,1197.0,51.54,64.0,Walking,72.52,Yes,71.0,Annually,39.61,1430886.0,Yes,95.0,2.0,0.22,Low,134.0,9101.650800000001,2018.7461474400002,2045.9,63.146091958540886,-14.590239028509759,29.84713457861774,-90.73318357326069,-1085.189275011338,791.8705743243245,27.64362162162162,1.897168918918915,-4.634554054054057,-1.0222972972972975,-1090518.4611707213
540.0,Company_540,IT,2362.0,898682.0,26164.0,18361.0,74.25,40.0,Bike,67.38,No,85.0,Quarterly,76.46,1240470.0,Yes,61.0,3.0,0.17,Low,72.0,8534.696800000002,1892.9957502400002,118.1,-90.5823581502988,76.83930193731247,2.573002901933955,42.14537711893111,-1210.939672211338,-1135.9294256756757,22.50362162162162,24.607168918918916,32.21544594594594,-0.022297297297297458,-1280934.4611707213
548.0,Company_548,IT,31807.0,205565.0,42125.0,1125.0,60.25,40.0,Public Transport,62.42,No,52.0,Quarterly,41.96,1514917.0,Yes,96.0,1.0,0.7,High,185.0,15830.575,3511.221535,1590.35,26.819193189435207,-59.54968375605204,65.14629824353952,-91.29058606509463,407.286112548662,336.3205743243243,17.543621621621625,10.607168918918916,-2.2845540540540554,-2.0222972972972975,-1006487.4611707213
564.0,Company_564,IT,40549.0,465344.0,6802.0,2785.0,63.27,96.0,Bike,14.62,No,34.0,Bi-annually,19.01,845200.0,Yes,71.0,1.0,0.21,Low,209.0,5807.5476,1288.1140576799999,2027.45,61.67483461622939,-8.431338203372563,-73.3335282931144,-78.43936194781203,-1815.8213647713383,773.4205743243244,-30.25637837837838,13.627168918918919,-25.234554054054055,-2.0222972972972975,-1676204.4611707213
576.0,Company_576,IT,7787.0,748175.0,31656.0,22785.0,51.31,79.0,Bike,15.11,Yes,60.0,Annually,12.66,3203006.0,No,65.0,5.0,0.31,Low,108.0,26872.7784,5960.38224912,389.35,-68.9520842152315,47.22309418342502,24.10376776729939,76.39466356161677,2856.4468266686617,-864.6794256756756,-29.766378378378377,1.667168918918918,-31.584554054054056,1.9777027027027025,681601.5388292787
584.0,Company_584,IT,12909.0,509386.0,32145.0,4505.0,67.45,72.0,Public Transport,74.42,Yes,42.0,Bi-annually,58.14,4960534.0,No,71.0,3.0,0.24,Low,169.0,8222.690999999999,1823.7928637999999,645.45,-48.52991590271264,0.23508277303857572,26.02083696234012,-65.12363575400116,-1280.1425586513383,-608.5794256756756,29.543621621621625,17.80716891891892,13.895445945945944,-0.022297297297297458,2439129.5388292787
587.0,Company_587,IT,20768.0,986169.0,14230.0,5684.0,20.11,79.0,Car,22.01,No,82.0,Quarterly,15.72,3266107.0,No,59.0,4.0,0.78,High,72.0,11097.976999999999,2461.5312986,1038.4,-17.194925514566275,94.05466845026106,-44.212894385624516,-55.996169950220334,-642.4041238513382,-215.62942567567552,-22.866378378378375,-29.532831081081085,-28.524554054054057,0.9777027027027025,744702.5388292787
590.0,Company_590,IT,5857.0,505816.0,6155.0,15305.0,79.94,89.0,Bike,72.24,Yes,77.0,Bi-annually,39.41,2256777.0,No,81.0,4.0,0.88,High,105.0,1708.6280000000002,378.97369040000007,292.85,-76.64727844466557,-0.46740855082927246,-75.8700186186591,18.48673802109039,-2724.961732051338,-961.1794256756756,27.36362162162162,30.297168918918914,-4.83455405405406,0.9777027027027025,-264627.46117072133
592.0,Company_592,IT,38672.0,251118.0,3614.0,7852.0,39.88,98.0,Car,29.77,Yes,70.0,Bi-annually,53.6,3909851.0,No,76.0,0.0,0.54,Medium,109.00000000000001,2538.1122,562.95328596,1933.6,54.190959192059566,-50.58593381875453,-85.83172173644743,-39.21216158499825,-2540.982136491338,679.5705743243243,-15.106378378378377,-9.762831081081082,9.355445945945945,-3.0222972972972975,1388446.5388292787
600.0,Company_600,IT,37298.0,878082.0,48062.0,7734.0,54.02,51.0,Walking,49.71,Yes,58.0,Annually,25.13,2653563.0,No,73.0,2.0,0.24,Low,126.0,24170.3798,5360.990239639999,1864.9,48.712618844265556,72.78571054468568,88.42163528026103,-40.12568233550388,2257.054817188661,610.8705743243245,4.833621621621624,4.377168918918919,-19.114554054054057,-1.0222972972972975,132158.53882927867
610.0,Company_610,IT,22945.0,845778.0,13531.0,11538.0,32.5,45.0,Walking,79.67,Yes,61.0,Annually,72.99,598279.0,Yes,54.0,2.0,0.16,Low,89.0,2750.8523,610.13904014,1147.25,-8.514905909655393,66.42904955694704,-46.95324483006924,-10.676250683610524,-2493.796382311338,-106.77942567567561,34.793621621621625,-17.142831081081084,28.74544594594594,-1.0222972972972975,-1923125.4611707213
633.0,Company_633,IT,12003.0,911283.0,45703.0,20789.0,48.87,55.0,Public Transport,13.31,Yes,98.0,Annually,11.67,3832805.0,No,75.0,3.0,0.65,High,77.0,39619.9307,8787.700629259998,600.15,-52.142271328550606,79.31887985665666,79.17344257862283,60.942227815775766,5683.76520680866,-653.8794256756756,-31.566378378378374,-0.7728310810810868,-32.574554054054055,-0.022297297297297458,1311400.5388292787
636.0,Company_636,IT,10417.0,488434.0,4474.0,24959.0,76.79,93.0,Walking,25.95,Yes,90.0,Annually,37.4,1540650.0,No,70.0,3.0,0.19,Low,78.0,3312.9970000000003,734.8227346000001,520.85,-58.46588689740162,-3.887773870569031,-82.46018900079298,93.22512213449167,-2369.112687851338,-733.1794256756756,-18.926378378378377,27.147168918918922,-6.844554054054058,-0.022297297297297458,-980754.4611707213
638.0,Company_638,IT,47852.0,577210.0,11115.0,12563.0,75.27,79.0,Public Transport,78.83,No,67.0,Annually,41.42,1314292.0,Yes,56.0,3.0,0.25,Low,84.0,2353.0455,521.9054919,2392.6,90.79297112273568,13.581237268840518,-56.42489958511712,-2.7410068762522988,-2582.029930551338,1138.5705743243243,33.95362162162162,25.627168918918912,-2.8245540540540546,-0.022297297297297458,-1207112.4611707213
640.0,Company_640,IT,45714.0,600749.0,37444.0,4340.0,78.6,63.0,Public Transport,71.67,Yes,89.0,Quarterly,35.57,1360277.0,No,79.0,0.0,0.55,Medium,89.0,10607.8852,2352.82893736,2285.7,82.26845026132114,18.21315415190082,46.79496715563427,-66.40101646445396,-751.1064850913381,1031.6705743243242,26.793621621621625,28.95716891891891,-8.674554054054056,-3.0222972972972975,-1161127.4611707213
650.0,Company_650,IT,11337.0,428527.0,37026.0,2648.0,30.12,83.0,Walking,27.95,Yes,84.0,Bi-annually,33.77,1797256.0,Yes,65.0,2.0,0.15,Low,77.0,26677.232999999997,5917.0102793999995,566.85,-54.79771140979574,-15.676050548146392,45.15624543063013,-79.49997502255162,2813.0748569486614,-687.1794256756756,-16.926378378378377,-19.522831081081083,-10.474554054054053,-1.0222972972972975,-724148.4611707213
655.0,Company_655,IT,29796.0,924356.0,25194.0,8359.0,24.0,52.0,Bike,74.9,No,96.0,Bi-annually,75.53,2920154.0,Yes,74.0,2.0,0.42,Medium,77.0,6323.6939999999995,1402.5953292,1489.8,18.80104003120104,81.89133618072512,-1.229772392932118,-35.28711903833423,-1701.3400932513382,235.77057432432434,30.02362162162163,-25.642831081081084,31.285445945945945,-1.0222972972972975,398749.53882927867
657.0,Company_657,IT,39301.0,315307.0,49687.0,9193.0,72.78,55.0,Public Transport,11.8,Yes,76.0,Quarterly,44.34,180767.0,Yes,99.0,1.0,0.18,Low,130.0,43823.934,9720.1485612,1965.05,56.698874824346625,-37.955061105098146,94.7922639958872,-28.83054017459105,6616.213138748662,711.0205743243243,-33.07637837837838,23.137168918918917,0.09544594594594713,-2.0222972972972975,-2340637.4611707213
661.0,Company_661,IT,21257.0,827079.0,17528.0,9703.0,73.06,76.0,Bike,76.62,No,32.0,Annually,61.07,990100.0,No,50.0,4.0,0.63,High,156.0,4098.046399999999,908.9466915199998,1062.85,-15.245210499958366,62.749529874872835,-31.283458383079864,-24.882272524100618,-2194.988730931338,-191.1794256756757,31.743621621621628,23.417168918918918,16.825445945945944,0.9777027027027025,-1531304.4611707213
670.0,Company_670,IT,17277.0,764306.0,28284.0,19145.0,23.79,60.0,Bike,30.93,Yes,80.0,Quarterly,77.16,1034978.0,Yes,58.0,2.0,0.89,High,72.0,19535.7588,4333.03130184,863.85,-31.114056631122956,50.397292375389235,10.884223134012384,48.21487091890072,1229.095879388662,-390.1794256756756,-13.946378378378377,-25.852831081081085,32.91544594594594,-1.0222972972972975,-1486426.4611707213
677.0,Company_677,IT,30338.0,729502.0,46439.0,20942.0,78.71,76.0,Bike,49.14,Yes,54.0,Bi-annually,41.49,4465246.0,No,59.0,0.0,0.84,High,109.00000000000001,23618.8754,5238.66656372,1516.9,20.962073851073203,43.5486906846619,82.05884733843874,62.1267081109229,2134.731141268662,262.8705743243245,4.263621621621624,29.06716891891891,-2.7545540540540543,-3.0222972972972975,1943841.5388292787
678.0,Company_678,IT,16975.0,359380.0,21140.0,20863.0,41.11,60.0,Public Transport,38.47,Yes,82.0,Quarterly,20.55,769365.0,No,77.0,5.0,0.73,High,94.0,13007.442,2885.0506355999996,848.75,-32.31817510640228,-29.282540063969947,-17.12302089333115,61.51511371016065,-218.8847868513385,-405.2794256756756,-6.406378378378378,-8.532831081081085,-23.694554054054056,1.9777027027027025,-1752039.4611707213
679.0,Company_679,IT,38966.0,630586.0,46520.0,19794.0,35.57,85.0,Public Transport,37.29,No,87.0,Bi-annually,63.44,2435333.0,No,71.0,3.0,0.97,High,82.0,29172.692000000003,6470.5030856,1948.3,55.363180489185794,24.084368053930227,82.37639867749455,53.239235046681685,3366.567663148662,694.2705743243243,-7.586378378378377,-14.072831081081084,19.19544594594594,-0.022297297297297458,-86071.46117072133
686.0,Company_686,IT,8851.0,868136.0,7177.0,19220.0,37.11,45.0,Walking,27.23,Yes,46.0,Bi-annually,55.32,4846867.0,No,63.0,1.0,0.34,Low,137.0,5222.7029,1158.3955032200001,442.55,-64.70975952086991,70.82857365191548,-71.86338320489298,48.795498514561075,-1945.539919231338,-811.4794256756757,-17.646378378378376,-12.532831081081085,11.075445945945944,-2.0222972972972975,2325462.5388292787
688.0,Company_688,IT,22182.0,913335.0,2771.0,13397.0,76.97,81.0,Walking,66.44,Yes,84.0,Bi-annually,73.62,4331876.0,Yes,84.0,5.0,0.89,High,100.0,929.9476000000001,206.26237768000001,1109.1,-11.557099276006797,79.72266478566978,-89.13660789476918,3.715571987490882,-2897.673044771338,-144.9294256756757,21.56362162162162,27.327168918918915,29.37544594594595,1.9777027027027025,1810471.5388292787
689.0,Company_689,IT,12518.0,124346.0,29853.0,9777.0,37.88,84.0,Bike,77.83,No,47.0,Annually,30.04,414508.0,Yes,97.0,6.0,0.28,Low,206.0,6618.4101,1467.96336018,625.9,-50.08889048494514,-75.53165653846739,17.035310183130804,-24.309386629715732,-1635.972062271338,-628.1294256756756,32.95362162162162,-11.762831081081082,-14.204554054054057,2.9777027027027025,-2106896.4611707213
691.0,Company_691,IT,7852.0,220195.0,1870.0,19877.0,30.2,54.0,Public Transport,72.28,No,77.0,Bi-annually,78.33,4409097.0,No,55.0,0.0,0.91,High,71.0,518.364,114.9731352,392.6,-68.69291964273759,-56.67084676216223,-92.66887649340252,53.88179625254581,-2988.9622872513382,-861.4294256756756,27.403621621621625,-19.442831081081085,34.08544594594594,-3.0222972972972975,1887692.5388292787
698.0,Company_698,IT,16593.0,539056.0,35164.0,7819.0,75.49,51.0,Bike,77.54,No,87.0,Bi-annually,52.11,1939649.0,Yes,65.0,0.0,0.86,High,75.0,7897.834399999998,1751.7396699199994,829.65,-33.84126536321255,6.073435036108339,37.85648501924804,-39.467637727088814,-1352.1957525313387,-424.37942567567563,32.66362162162163,25.84716891891891,7.865445945945943,-3.0222972972972975,-581755.4611707213
700.0,Company_700,IT,18658.0,69731.0,32631.0,14383.0,37.71,87.0,Car,60.81,Yes,74.0,Bi-annually,43.09,3763995.0,No,73.0,6.0,0.9,High,99.0,12788.088899999999,2836.39811802,932.9,-25.60780625244499,-86.27859313595827,27.926144996675085,11.348889445105723,-267.53730443133827,-321.12942567567563,15.933621621621626,-11.932831081081083,-1.1545540540540529,2.9777027027027025,1242590.5388292787
701.0,Company_701,IT,37856.0,239265.0,21443.0,22238.0,23.54,43.0,Bike,20.14,No,73.0,Bi-annually,20.4,1321118.0,Yes,56.0,1.0,0.85,High,77.0,17124.3798,3798.18743964,1892.8,50.937447020443905,-52.918323079764505,-15.935143662048242,72.15995296393388,694.2520171886617,638.7705743243243,-24.736378378378376,-26.102831081081085,-23.844554054054058,-2.0222972972972975,-1200286.4611707213
702.0,Company_702,IT,40228.0,350316.0,13668.0,18624.0,57.56,61.0,Car,63.61,No,53.0,Bi-annually,46.86,2540208.0,Yes,61.0,1.0,0.84,High,114.99999999999999,4973.7852,1103.18555736,2011.4,60.39496034283647,-31.06612027672574,-46.41615182450568,44.1814445543801,-2000.749865091338,757.3705743243245,18.733621621621623,7.917168918918918,2.615445945945943,-2.0222972972972975,18803.538829278667
705.0,Company_705,IT,42444.0,906640.0,35779.0,12256.0,21.93,72.0,Car,61.93,Yes,50.0,Annually,61.83,1490248.0,No,54.0,3.0,0.89,High,108.0,13621.0653,3021.15228354,2122.2,69.23047869124369,78.40524758306607,40.267522963931164,-5.117709167822031,-82.78313891133803,868.1705743243242,17.053621621621623,-27.712831081081085,17.585445945945942,-0.022297297297297458,-1031156.4611707213
707.0,Company_707,IT,36623.0,269126.0,18136.0,19315.0,38.87,54.0,Bike,31.05,Yes,83.0,Quarterly,61.15,2102461.0,Yes,87.0,1.0,0.2,Low,105.0,12504.771999999999,2773.5584295999997,1831.15,46.02129443759819,-47.04238654698641,-28.899863146710203,49.530960135730865,-330.3769928513384,577.1205743243245,-13.826378378378376,-10.772831081081087,16.905445945945942,-2.0222972972972975,-418943.46117072133
719.0,Company_719,IT,14806.0,746545.0,12331.0,2566.0,58.07,86.0,Bike,16.03,No,90.0,Quarterly,48.63,3312113.0,Yes,88.0,6.0,0.33,Low,98.0,10354.340699999999,2296.5927672599996,740.3,-40.966297533160066,46.90234884507639,-51.65770911237778,-80.13479452714029,-807.3426551913385,-513.7294256756757,-28.846378378378375,8.427168918918916,4.385445945945946,2.9777027027027025,790708.5388292787
725.0,Company_725,IT,18205.0,628268.0,48011.0,7086.0,56.08,51.0,Car,55.45,No,55.0,Annually,11.33,1581809.0,No,68.0,4.0,0.69,High,124.0,21388.9005,4744.0581309,910.25,-27.413983965363975,23.628240634119116,88.22169554826293,-45.142304762009374,1640.1227084486618,-343.7794256756756,10.573621621621626,6.437168918918914,-32.91455405405406,0.9777027027027025,-939595.4611707213
727.0,Company_727,IT,20590.0,974862.0,15104.0,4165.0,20.96,54.0,Car,43.93,No,83.0,Annually,47.08,1058309.0,Yes,96.0,2.0,0.23,Low,115.99999999999999,8468.8128,1878.3826790399999,1029.5,-17.904637728472633,91.82971903878382,-40.78647623334313,-67.75581418766146,-1225.5527434113383,-224.5294256756756,-0.9463783783783768,-28.682831081081083,2.835445945945942,-1.0222972972972975,-1463095.4611707213
729.0,Company_729,IT,8068.0,470743.0,45596.0,18568.0,53.11,81.0,Walking,38.11,Yes,39.0,Annually,31.86,2156894.0,Yes,92.0,2.0,0.23,Low,236.0,28219.3644,6259.055023919999,403.4,-67.83169583260404,-7.368943061198191,78.75396118011699,43.7479092829537,3155.119601468661,-850.6294256756756,-6.766378378378377,3.467168918918915,-12.384554054054057,-1.0222972972972975,-364510.46117072133
731.0,Company_731,IT,18140.0,143109.0,34801.0,12520.0,57.3,68.0,Bike,27.08,No,46.0,Bi-annually,11.61,4515940.0,No,72.0,4.0,0.96,High,157.0,25376.889199999998,5628.5940245599995,907.0,-27.673148537857873,-71.83954317439667,36.4333845738497,-3.073900031097571,2524.6586021086614,-347.0294256756756,-17.796378378378378,7.657168918918913,-32.63455405405406,0.9777027027027025,1994535.5388292787
735.0,Company_735,IT,49400.0,612192.0,29948.0,19157.0,65.27,72.0,Public Transport,36.24,Yes,34.0,Bi-annually,14.3,2119519.0,Yes,63.0,1.0,0.32,Low,185.0,19094.8448,4235.23657664,2470.0,96.96507509535948,20.46486513762065,17.407746938813563,48.30777133420638,1131.3011541886617,1215.9705743243244,-8.636378378378375,15.627168918918912,-29.944554054054056,-2.0222972972972975,-401885.46117072133
739.0,Company_739,IT,30512.0,839720.0,16855.0,20233.0,28.2,64.0,Public Transport,61.85,Yes,89.0,Quarterly,10.62,3139919.0,Yes,99.0,2.0,0.07,Low,111.00000000000001,6430.1825,1426.2144785,1525.6,21.655837475903013,65.23697884546485,-33.92187876807458,56.63784190661365,-1677.720943951338,271.5705743243243,16.973621621621625,-21.442831081081085,-33.62455405405406,-1.0222972972972975,618514.5388292787
742.0,Company_742,IT,36137.0,926387.0,11826.0,10713.0,54.88,86.0,Walking,45.0,No,55.0,Annually,40.35,2889033.0,No,53.0,5.0,0.92,High,96.0,6504.3,1442.6537400000002,1806.85,44.08354086479769,82.29098880783313,-53.6375044978493,-17.063154235874464,-1661.281682451338,552.8205743243243,0.12362162162162349,5.237168918918918,-3.894554054054055,1.9777027027027025,367628.53882927867
744.0,Company_744,IT,4540.0,902359.0,25221.0,6308.0,74.21,48.0,Bike,61.89,Yes,32.0,Annually,55.64,4904766.0,No,50.0,4.0,0.43,Medium,156.0,9611.7231,2131.8801835799995,227.0,-81.89835139811879,77.56284832326824,-1.123921946580176,-51.165348354326156,-972.0552388713386,-1027.0294256756756,17.013621621621624,24.56716891891891,11.395445945945944,0.9777027027027025,2383361.5388292787
749.0,Company_749,IT,47858.0,366951.0,7078.0,2076.0,28.11,96.0,Walking,67.08,Yes,58.0,Quarterly,51.67,4082042.0,No,77.0,0.0,0.8,High,133.0,2330.0776,516.8112116799999,2392.9,90.8168940063505,-27.792746839039,-72.25150150818344,-83.92822815212129,-2587.1242107713383,1138.8705743243245,22.203621621621622,-21.532831081081085,7.425445945945945,-3.0222972972972975,1560637.5388292787
755.0,Company_755,IT,5985.0,747221.0,28991.0,2632.0,25.77,83.0,Bike,57.74,Yes,86.0,Annually,74.22,4184044.0,Yes,86.0,6.0,0.29,Low,100.0,12251.596599999999,2717.4041258799994,299.25,-76.13692359421607,47.03536961116453,13.6559366736725,-79.62384224295917,-386.53129657133877,-954.7794256756756,12.863621621621625,-23.872831081081085,29.975445945945943,2.9777027027027025,1662639.5388292787
770.0,Company_770,IT,20025.0,597524.0,42477.0,6007.0,43.44,64.0,Bike,11.71,No,74.0,Bi-annually,32.64,4255634.0,No,93.0,2.0,0.42,Medium,126.0,37502.9433,8318.15282394,1001.25,-20.157375935534944,17.578550645045414,66.52627443301668,-53.49560043824306,5214.217401488661,-252.7794256756756,-33.166378378378376,-6.2028310810810865,-11.604554054054056,-1.0222972972972975,1734229.5388292787
784.0,Company_784,IT,47662.0,254761.0,38699.0,13813.0,20.08,82.0,Public Transport,79.99,Yes,89.0,Annually,73.88,1496047.0,No,68.0,1.0,0.9,High,76.0,7743.669900000003,1717.5459838200006,2383.1,90.03541314159968,-49.86907782635942,51.71505271754862,6.936119718087001,-1386.3894386313375,1129.0705743243243,35.11362162162162,-29.562831081081086,29.63544594594594,-2.0222972972972975,-1025357.4611707213
791.0,Company_791,IT,45544.0,758076.0,29338.0,11035.0,34.59,86.0,Car,37.53,No,44.0,Quarterly,29.55,804282.0,No,95.0,1.0,0.11,Low,216.0,18327.4486,4065.02809948,2277.2,81.59063522556787,49.17137614354142,15.016310928640053,-14.570326425172658,961.0926770286619,1023.1705743243242,-7.346378378378375,-15.05283108108108,-14.694554054054056,-2.0222972972972975,-1717122.4611707213
797.0,Company_797,IT,26983.0,407329.0,8605.0,2728.0,45.66,55.0,Bike,21.82,No,34.0,Annually,53.26,93227.0,No,77.0,2.0,0.8,High,225.99999999999997,6727.389,1492.1348802,1349.15,7.585194763119134,-19.847314156928086,-66.26507070894581,-78.88063892051392,-1611.8005422513381,95.12057432432448,-23.056378378378376,-3.9828310810810876,9.015445945945942,-1.0222972972972975,-2428177.4611707213
801.0,Company_801,IT,47387.0,176240.0,23914.0,19406.0,47.99,96.0,Bike,49.28,No,59.0,Quarterly,51.09,3102812.0,Yes,68.0,2.0,0.68,High,114.99999999999999,12129.1808,2690.25230144,2369.35,88.93894764258705,-65.32014820210937,-6.247867627394565,50.235454951798765,-413.68312101133824,1115.3205743243243,4.403621621621625,-1.6528310810810822,6.845445945945947,-1.0222972972972975,581407.5388292787
802.0,Company_802,IT,16400.0,458977.0,1726.0,10765.0,54.83,52.0,Public Transport,72.34,Yes,94.0,Quarterly,25.56,4106480.0,Yes,65.0,7.0,0.2,Low,69.0,477.41159999999996,105.88989287999999,820.0,-34.61078478615596,-9.684212785744158,-93.23341220727954,-16.66058576954995,-2998.045529571338,-434.0294256756756,27.463621621621627,5.187168918918914,-18.684554054054058,3.9777027027027025,1585075.5388292787
